source,band,norm,clf,pooled_auc,pooled_bacc,pooled_acc,pooled_sens,pooled_spec,pooled_f1,pooled_prec,pooled_tn,pooled_fp,pooled_fn,pooled_tp,auc_mean,auc_sd,bacc_mean,bacc_sd,acc_mean,sens_mean,spec_mean,f1_mean,prec_mean,per_fold_auc,best_C,secs,grouped_pooled_auc,grouped_auc_mean,grouped_auc_sd,grouped_bacc,loso_pooled_auc,loso_auc_mean,loso_auc_sd,loso_bacc,loso_per_site_auc,drop_grouped,drop_loso
M1,slow5,A_RAW,linsvm,0.6465634565834966,0.5973705653064371,0.59958071278826,0.5494505494505495,0.6452905811623246,0.5668934240362812,0.585480093676815,322,177,205,250,0.6473601953601954,0.0298611536963456,0.5973414363414363,0.0276054720894976,0.5995646183521632,0.5494505494505495,0.6452323232323233,0.5667935776437989,0.5892935178728006,"[0.607802, 0.657802, 0.666593, 0.679451, 0.625153]","[0.001, 0.001, 0.001, 0.001, 0.001]",1.7,0.6156092404589398,0.6216814191320148,0.0486601671663741,0.5848620317558193,0.6213217644079367,0.6264782572409713,0.1241049758211813,0.5920698539937017,"{""CALTECH"": 0.4271, ""CMU"": 0.8081, ""KKI"": 0.7932, ""LEUVEN_1"": 0.699, ""LEUVEN_2"": 0.7593, ""MAX_MUN"": 0.5635, ""NYU"": 0.6091, ""OLIN"": 0.6333, ""PITT"": 0.6883, ""SBL"": 0.5952, ""SDSU"": 0.6591, ""STANFORD"": 0.7474, ""TRINITY"": 0.5913, ""UCLA_1"": 0.5676, ""UCLA_2"": 0.4308, ""UM_1"": 0.7371, ""UM_2"": 0.3846, ""USM"": 0.52, ""YALE"": 0.6892}",0.030954216124556733,0.025241692175559827
M1,classical,A_RAW,linsvm,0.6541214296725318,0.621515558589707,0.6247379454926625,0.5516483516483517,0.6913827655310621,0.5837209302325581,0.6197530864197531,345,154,204,251,0.6560792540792542,0.0196999845689144,0.6215211455211455,0.0188165121653196,0.6247506200055112,0.5516483516483517,0.6913939393939394,0.5835185798876814,0.6234754064911001,"[0.624286, 0.675934, 0.668132, 0.657033, 0.655012]","[0.01, 0.001, 0.001, 0.001, 0.001]",0.6,0.6391596379572332,0.6417005269186455,0.0452930120510889,0.5907463278204761,0.63977625580832,0.6402410429513508,0.1108186659244543,0.600636437710586,"{""CALTECH"": 0.474, ""CMU"": 0.8182, ""KKI"": 0.7632, ""LEUVEN_1"": 0.5051, ""LEUVEN_2"": 0.7741, ""MAX_MUN"": 0.5167, ""NYU"": 0.6368, ""OLIN"": 0.6407, ""PITT"": 0.7175, ""SBL"": 0.5524, ""SDSU"": 0.7091, ""STANFORD"": 0.7447, ""TRINITY"": 0.5119, ""UCLA_1"": 0.6198, ""UCLA_2"": 0.5769, ""UM_1"": 0.7224, ""UM_2"": 0.4769, ""USM"": 0.6582, ""YALE"": 0.746}",0.014961791715298656,0.014345173864211858
M2,slow5,A_RAW,linsvm,0.6363099826025679,0.6022198242639125,0.6058700209643606,0.5230769230769231,0.6813627254509018,0.5586854460093896,0.5994962216624685,340,159,217,238,0.6366799866799866,0.0239996793801551,0.6021950271950273,0.0091628385468423,0.605869385505649,0.5230769230769232,0.6813131313131313,0.5581358434846807,0.6008752209533841,"[0.634286, 0.668132, 0.649011, 0.628242, 0.60373]","[0.001, 0.001, 0.001, 0.001, 0.001]",0.7,0.6167631967231165,0.623392398738899,0.0303852613664972,0.5805963575502653,0.6235768239776256,0.6289298339561865,0.0913690576304498,0.5838930608469687,"{""CALTECH"": 0.651, ""CMU"": 0.7576, ""KKI"": 0.8045, ""LEUVEN_1"": 0.551, ""LEUVEN_2"": 0.637, ""MAX_MUN"": 0.5803, ""NYU"": 0.6512, ""OLIN"": 0.5259, ""PITT"": 0.6976, ""SBL"": 0.6381, ""SDSU"": 0.5545, ""STANFORD"": 0.7842, ""TRINITY"": 0.5933, ""UCLA_1"": 0.5937, ""UCLA_2"": 0.4385, ""UM_1"": 0.6268, ""UM_2"": 0.6077, ""USM"": 0.5609, ""YALE"": 0.6958}",0.019546785879451356,0.012733158624942287
M2,classical,A_RAW,linsvm,0.6136360633354622,0.5778502059063182,0.5828092243186582,0.4703296703296703,0.685370741482966,0.5181598062953995,0.5768194070080862,342,157,241,214,0.612098124098124,0.0288406667996955,0.5777809967809968,0.0390008928303034,0.582744557729402,0.4703296703296703,0.6852323232323233,0.5183512474607318,0.5784553111634809,"[0.608462, 0.631978, 0.615165, 0.639341, 0.565546]","[0.001, 0.001, 0.001, 0.001, 0.001]",0.7,0.5920236076548702,0.6011530916995425,0.0435027300456727,0.5731308771388932,0.5941597480675637,0.6029295876986793,0.0911708345343524,0.5700279680239599,"{""CALTECH"": 0.6354, ""CMU"": 0.7374, ""KKI"": 0.7857, ""LEUVEN_1"": 0.4235, ""LEUVEN_2"": 0.6556, ""MAX_MUN"": 0.5067, ""NYU"": 0.6402, ""OLIN"": 0.4926, ""PITT"": 0.6167, ""SBL"": 0.6286, ""SDSU"": 0.5545, ""STANFORD"": 0.7105, ""TRINITY"": 0.5278, ""UCLA_1"": 0.5666, ""UCLA_2"": 0.5, ""UM_1"": 0.634, ""UM_2"": 0.6038, ""USM"": 0.5655, ""YALE"": 0.6706}",0.021612455680592002,0.019476315267898503
OLD,slow5,A_RAW,linsvm,0.6334339007685701,0.60008588605783,0.6027253668763103,0.5428571428571428,0.657314629258517,0.565864833906071,0.5909090909090909,328,171,208,247,0.6327989787989787,0.0439891375238914,0.600054834054834,0.0424205589716416,0.6026839349683109,0.5428571428571429,0.6572525252525253,0.5652489625557993,0.5926533832334695,"[0.572637, 0.662967, 0.622308, 0.686813, 0.61927]","[0.001, 0.001, 0.001, 0.001, 0.001]",0.6,0.6268448985883855,0.6260536635666483,0.0190800762446935,0.6079389548327424,0.6216476909863684,0.618698284073447,0.1061799134932306,0.6060648770067607,"{""CALTECH"": 0.4635, ""CMU"": 0.7677, ""KKI"": 0.7124, ""LEUVEN_1"": 0.7092, ""LEUVEN_2"": 0.7444, ""MAX_MUN"": 0.6104, ""NYU"": 0.6289, ""OLIN"": 0.5778, ""PITT"": 0.6618, ""SBL"": 0.5524, ""SDSU"": 0.5318, ""STANFORD"": 0.8237, ""TRINITY"": 0.5317, ""UCLA_1"": 0.6403, ""UCLA_2"": 0.4077, ""UM_1"": 0.6797, ""UM_2"": 0.5308, ""USM"": 0.5727, ""YALE"": 0.6085}",0.006589002180184544,0.011786209782201684
OLD,classical,A_RAW,linsvm,0.6227796251844347,0.6081019181219582,0.6111111111111112,0.5428571428571428,0.6733466933867736,0.5710982658959538,0.6024390243902439,336,163,208,247,0.6249810189810191,0.0381270295926459,0.60811544011544,0.0289153617187315,0.6110939652796914,0.5428571428571429,0.6733737373737374,0.5704470619930238,0.605939522941962,"[0.573407, 0.665934, 0.631319, 0.653846, 0.6004]","[0.1, 0.001, 0.001, 0.001, 0.001]",0.6,0.6200709110528749,0.6171684194220608,0.0170436839536177,0.5909401220022463,0.6125173423770618,0.6125153963668596,0.1077629470710866,0.5850249950450351,"{""CALTECH"": 0.5156, ""CMU"": 0.7677, ""KKI"": 0.7105, ""LEUVEN_1"": 0.5255, ""LEUVEN_2"": 0.7444, ""MAX_MUN"": 0.5719, ""NYU"": 0.6047, ""OLIN"": 0.5593, ""PITT"": 0.6021, ""SBL"": 0.4429, ""SDSU"": 0.5591, ""STANFORD"": 0.8184, ""TRINITY"": 0.4464, ""UCLA_1"": 0.6393, ""UCLA_2"": 0.4692, ""UM_1"": 0.6595, ""UM_2"": 0.7, ""USM"": 0.6318, ""YALE"": 0.6693}",0.0027087141315598195,0.010262282807372958
M1,slow5,A_RAW,logreg,0.6459820740381862,0.6001519522561607,0.6048218029350105,0.4989010989010989,0.7014028056112225,0.54632972322503,0.6037234042553191,350,149,228,227,0.6526850926850927,0.027367134690437,0.6001778221778221,0.0323801430154799,0.6048332874069992,0.4989010989010989,0.7014545454545453,0.5449926818184336,0.6103739086665823,"[0.613736, 0.657253, 0.651429, 0.690769, 0.650239]","[0.01, 0.001, 0.001, 0.001, 0.001]",2.2,0.6211984408377194,0.635246253528359,0.0484946789565956,0.5969521460503424,0.6314254883393161,0.6451374234807954,0.1092282157536057,0.590552533638706,"{""CALTECH"": 0.4583, ""CMU"": 0.8182, ""KKI"": 0.8402, ""LEUVEN_1"": 0.6582, ""LEUVEN_2"": 0.7259, ""MAX_MUN"": 0.6237, ""NYU"": 0.634, ""OLIN"": 0.6074, ""PITT"": 0.7016, ""SBL"": 0.5905, ""SDSU"": 0.7182, ""STANFORD"": 0.7421, ""TRINITY"": 0.5873, ""UCLA_1"": 0.6021, ""UCLA_2"": 0.5154, ""UM_1"": 0.7384, ""UM_2"": 0.4385, ""USM"": 0.5645, ""YALE"": 0.6931}",0.024783633200466837,0.014556585698870084
M1,classical,A_RAW,logreg,0.6459380299059658,0.6110440661542866,0.6153039832285115,0.5186813186813187,0.7034068136272545,0.5625744934445769,0.6145833333333334,351,148,219,236,0.6493739593739594,0.0188825681404398,0.611037629037629,0.0154175625629849,0.6153155139156793,0.5186813186813186,0.7033939393939393,0.5590290119464381,0.6238709459763394,"[0.623626, 0.675604, 0.642308, 0.651319, 0.654013]","[0.1, 0.01, 0.001, 0.01, 0.01]",1.0,0.6273778325882535,0.6441855131491051,0.0493378906347941,0.5832169834173841,0.6249730229690149,0.635687263671133,0.1043424803711904,0.5889691470853795,"{""CALTECH"": 0.474, ""CMU"": 0.7879, ""KKI"": 0.765, ""LEUVEN_1"": 0.5102, ""LEUVEN_2"": 0.7519, ""MAX_MUN"": 0.5217, ""NYU"": 0.6343, ""OLIN"": 0.6222, ""PITT"": 0.691, ""SBL"": 0.5667, ""SDSU"": 0.7136, ""STANFORD"": 0.7395, ""TRINITY"": 0.5079, ""UCLA_1"": 0.617, ""UCLA_2"": 0.5846, ""UM_1"": 0.7157, ""UM_2"": 0.4769, ""USM"": 0.6545, ""YALE"": 0.7434}",0.0185601973177123,0.020965006936950914
M2,slow5,A_RAW,logreg,0.6378779537096171,0.606908322138783,0.6132075471698113,0.4703296703296703,0.7434869739478958,0.5370138017565872,0.6257309941520468,371,128,241,214,0.6411404151404152,0.0217222579023598,0.6069022089022089,0.0171698156451154,0.613193717277487,0.4703296703296703,0.7434747474747476,0.5361513261820543,0.6268621131903765,"[0.633956, 0.666703, 0.65989, 0.630989, 0.614164]","[0.001, 0.001, 0.001, 0.01, 0.001]",2.1,0.6077165319650291,0.6248772101252824,0.0454500772535188,0.5763945473364311,0.6083860027747803,0.6299796602972804,0.1003645997724387,0.5724195644035324,"{""CALTECH"": 0.6146, ""CMU"": 0.697, ""KKI"": 0.8553, ""LEUVEN_1"": 0.5153, ""LEUVEN_2"": 0.6074, ""MAX_MUN"": 0.5301, ""NYU"": 0.6347, ""OLIN"": 0.4926, ""PITT"": 0.7626, ""SBL"": 0.6333, ""SDSU"": 0.6409, ""STANFORD"": 0.7842, ""TRINITY"": 0.6091, ""UCLA_1"": 0.616, ""UCLA_2"": 0.4385, ""UM_1"": 0.652, ""UM_2"": 0.65, ""USM"": 0.5773, ""YALE"": 0.6587}",0.030161421744588024,0.029491950934836808
M2,classical,A_RAW,logreg,0.6236737210685106,0.598634631901165,0.6058700209643606,0.4417582417582417,0.7555110220440882,0.5167095115681234,0.6222910216718266,377,122,254,201,0.623062049062049,0.0249485951296372,0.5986265956265957,0.0397132651728179,0.6058252962248554,0.4417582417582418,0.7554949494949496,0.5144270295061283,0.6208983170752286,"[0.608791, 0.641758, 0.643077, 0.635714, 0.58597]","[0.001, 0.001, 0.001, 0.01, 0.001]",2.1,0.5815278909467285,0.6125415430186136,0.0651601001602191,0.5763306833447114,0.5854037745821313,0.6014773017232841,0.1128656479362036,0.5702547953048955,"{""CALTECH"": 0.5885, ""CMU"": 0.7071, ""KKI"": 0.8289, ""LEUVEN_1"": 0.3265, ""LEUVEN_2"": 0.6481, ""MAX_MUN"": 0.4482, ""NYU"": 0.6571, ""OLIN"": 0.4556, ""PITT"": 0.691, ""SBL"": 0.6286, ""SDSU"": 0.5591, ""STANFORD"": 0.7158, ""TRINITY"": 0.5893, ""UCLA_1"": 0.6011, ""UCLA_2"": 0.5, ""UM_1"": 0.6495, ""UM_2"": 0.6, ""USM"": 0.5736, ""YALE"": 0.6601}",0.04214583012178208,0.03826994648637927
OLD,slow5,A_RAW,logreg,0.6292585170340681,0.6003457464379308,0.6048218029350105,0.5032967032967033,0.6973947895791583,0.548502994011976,0.6026315789473684,348,151,226,229,0.6305547785547787,0.0475819672526265,0.6003756243756244,0.0333232213763484,0.6047781758060072,0.5032967032967034,0.6974545454545454,0.5462004816827348,0.602805880229654,"[0.575714, 0.665055, 0.625055, 0.690879, 0.596071]","[0.01, 0.001, 0.01, 0.01, 0.001]",1.0,0.620890131912176,0.6280607574727574,0.0173933456131713,0.6018960998920919,0.6137637913189016,0.6314174827394153,0.1063006864028946,0.587837212887313,"{""CALTECH"": 0.4688, ""CMU"": 0.7475, ""KKI"": 0.8158, ""LEUVEN_1"": 0.7092, ""LEUVEN_2"": 0.7296, ""MAX_MUN"": 0.6371, ""NYU"": 0.6241, ""OLIN"": 0.6037, ""PITT"": 0.6976, ""SBL"": 0.5571, ""SDSU"": 0.5273, ""STANFORD"": 0.8184, ""TRINITY"": 0.5218, ""UCLA_1"": 0.6459, ""UCLA_2"": 0.4538, ""UM_1"": 0.6973, ""UM_2"": 0.5654, ""USM"": 0.5655, ""YALE"": 0.6111}",0.008368385121892086,0.015494725715166524
OLD,classical,A_RAW,logreg,0.6219559999119117,0.6091039221299742,0.6121593291404612,0.5428571428571428,0.6753507014028056,0.5717592592592593,0.6039119804400978,337,162,208,247,0.6248202908202909,0.0417503900533303,0.6091255411255412,0.0263108916563659,0.6121576191788372,0.5428571428571429,0.6753939393939394,0.5716445884152292,0.6073565701438042,"[0.568022, 0.668242, 0.634615, 0.656264, 0.596959]","[1, 0.01, 0.01, 0.01, 0.01]",1.0,0.6194675064414543,0.6154415503147272,0.0191249265871097,0.5894536325398049,0.6110682904270079,0.6124061532344217,0.1082269263227912,0.5812438062939065,"{""CALTECH"": 0.5521, ""CMU"": 0.7374, ""KKI"": 0.7105, ""LEUVEN_1"": 0.5459, ""LEUVEN_2"": 0.7481, ""MAX_MUN"": 0.5819, ""NYU"": 0.5976, ""OLIN"": 0.563, ""PITT"": 0.6021, ""SBL"": 0.4286, ""SDSU"": 0.5545, ""STANFORD"": 0.8289, ""TRINITY"": 0.4405, ""UCLA_1"": 0.6403, ""UCLA_2"": 0.4462, ""UM_1"": 0.6671, ""UM_2"": 0.7038, ""USM"": 0.6364, ""YALE"": 0.6508}",0.0024884934704574313,0.010887709484903807
M1,slow5,B_SUBJ_JOINT_MINMAX,linsvm,0.6290867449184082,0.590552533638706,0.5953878406708596,0.4857142857142857,0.6953907815631263,0.533816425120773,0.5924932975871313,347,152,234,221,0.640008658008658,0.0294205580874433,0.5905238095238096,0.031992239181035,0.5953981813171672,0.4857142857142856,0.6953333333333334,0.532614867849991,0.5994904495816298,"[0.599341, 0.659011, 0.634505, 0.676484, 0.630703]","[0.1, 0.01, 0.01, 0.01, 0.1]",1.5,0.6171155497808805,0.6356782780622843,0.0485076674326605,0.5885485256226739,0.6166354687396772,0.639852000763608,0.1135206085574963,0.5813076702856261,"{""CALTECH"": 0.5365, ""CMU"": 0.8384, ""KKI"": 0.7838, ""LEUVEN_1"": 0.7398, ""LEUVEN_2"": 0.6963, ""MAX_MUN"": 0.5686, ""NYU"": 0.6314, ""OLIN"": 0.637, ""PITT"": 0.6552, ""SBL"": 0.6381, ""SDSU"": 0.7182, ""STANFORD"": 0.7368, ""TRINITY"": 0.5754, ""UCLA_1"": 0.5545, ""UCLA_2"": 0.4846, ""UM_1"": 0.7392, ""UM_2"": 0.3692, ""USM"": 0.5636, ""YALE"": 0.6905}",0.011971195137527757,0.012451276178730986
M1,classical,B_SUBJ_JOINT_MINMAX,linsvm,0.6483340306987602,0.6219031469532472,0.6247379454926625,0.5604395604395604,0.6833667334669339,0.5875576036866359,0.6174334140435835,341,158,200,255,0.6488225108225107,0.0140608000833814,0.6218965478965479,0.0193198852471857,0.6247395976853127,0.5604395604395604,0.6833535353535354,0.5873572990827326,0.6202472546068133,"[0.636813, 0.671209, 0.653846, 0.64022, 0.642025]","[0.1, 0.1, 0.1, 0.1, 0.1]",0.4,0.6263604131339602,0.6320214733256256,0.0433204914786578,0.5948512409434253,0.6319804444052941,0.6389281710015905,0.0934679491622892,0.5997313307934551,"{""CALTECH"": 0.5052, ""CMU"": 0.798, ""KKI"": 0.703, ""LEUVEN_1"": 0.5714, ""LEUVEN_2"": 0.7593, ""MAX_MUN"": 0.5569, ""NYU"": 0.635, ""OLIN"": 0.6185, ""PITT"": 0.7122, ""SBL"": 0.5905, ""SDSU"": 0.6955, ""STANFORD"": 0.6947, ""TRINITY"": 0.504, ""UCLA_1"": 0.5843, ""UCLA_2"": 0.5692, ""UM_1"": 0.7191, ""UM_2"": 0.4923, ""USM"": 0.67, ""YALE"": 0.7606}",0.021973617564799985,0.01635358629346606
M2,slow5,B_SUBJ_JOINT_MINMAX,linsvm,0.6318218855293004,0.6131119381620384,0.6163522012578616,0.5428571428571428,0.6833667334669339,0.5744186046511628,0.6098765432098765,341,158,208,247,0.6335153735153736,0.0320888235502972,0.6130750360750362,0.0364182541495592,0.6163075227335353,0.5428571428571429,0.6832929292929293,0.574595025694399,0.6131461271390918,"[0.629011, 0.675495, 0.653516, 0.616703, 0.592852]","[0.1, 0.1, 0.1, 0.1, 0.1]",0.4,0.605276487040014,0.6103144283659417,0.0391212411372101,0.5608161377700456,0.6033693761148671,0.6230498702644078,0.0783610292679193,0.5700279680239599,"{""CALTECH"": 0.6146, ""CMU"": 0.7273, ""KKI"": 0.718, ""LEUVEN_1"": 0.5204, ""LEUVEN_2"": 0.6111, ""MAX_MUN"": 0.6204, ""NYU"": 0.6156, ""OLIN"": 0.4963, ""PITT"": 0.7308, ""SBL"": 0.619, ""SDSU"": 0.5955, ""STANFORD"": 0.75, ""TRINITY"": 0.5972, ""UCLA_1"": 0.5722, ""UCLA_2"": 0.4769, ""UM_1"": 0.647, ""UM_2"": 0.6577, ""USM"": 0.5682, ""YALE"": 0.6997}",0.026545398489286387,0.028452509414433336
M2,classical,B_SUBJ_JOINT_MINMAX,linsvm,0.6113898125922174,0.5869651390693476,0.5922431865828093,0.4725274725274725,0.7014028056112225,0.525030525030525,0.5906593406593407,350,149,240,215,0.6142373182373182,0.0270705050504794,0.5868798978798979,0.0381417114032699,0.5921741526591348,0.4725274725274725,0.7012323232323233,0.5248154810267771,0.594173637009147,"[0.613846, 0.641319, 0.624396, 0.622418, 0.569209]","[0.1, 0.1, 0.01, 0.1, 0.1]",0.4,0.5914862692417803,0.5970145358887442,0.0557790710600799,0.5660860181902266,0.5828624281530093,0.5971676056648778,0.0932004821329965,0.558942059944064,"{""CALTECH"": 0.5677, ""CMU"": 0.7172, ""KKI"": 0.7293, ""LEUVEN_1"": 0.3929, ""LEUVEN_2"": 0.6852, ""MAX_MUN"": 0.5217, ""NYU"": 0.633, ""OLIN"": 0.4963, ""PITT"": 0.6711, ""SBL"": 0.6286, ""SDSU"": 0.4591, ""STANFORD"": 0.6421, ""TRINITY"": 0.5417, ""UCLA_1"": 0.561, ""UCLA_2"": 0.5077, ""UM_1"": 0.6512, ""UM_2"": 0.6846, ""USM"": 0.58, ""YALE"": 0.6759}",0.019903543350437092,0.028527384439208103
OLD,slow5,B_SUBJ_JOINT_MINMAX,linsvm,0.6255852364068797,0.5964984914884714,0.59958071278826,0.5296703296703297,0.6633266533066132,0.5578703703703703,0.589242053789731,331,168,214,241,0.6236290376290377,0.0376022127295478,0.5964614274614275,0.0241983293808487,0.5995480848718655,0.5296703296703297,0.6632525252525252,0.557293336208644,0.5894685790377862,"[0.565495, 0.666374, 0.615714, 0.642857, 0.627706]","[0.1, 0.1, 0.1, 0.1, 0.1]",0.4,0.6234799268867406,0.6235026727364483,0.0167374722714676,0.5935893765553084,0.6172873218965403,0.6271397909552563,0.089319815917554,0.5876103856063776,"{""CALTECH"": 0.5469, ""CMU"": 0.7576, ""KKI"": 0.7312, ""LEUVEN_1"": 0.7296, ""LEUVEN_2"": 0.6815, ""MAX_MUN"": 0.6237, ""NYU"": 0.6189, ""OLIN"": 0.6037, ""PITT"": 0.6698, ""SBL"": 0.5476, ""SDSU"": 0.5545, ""STANFORD"": 0.8184, ""TRINITY"": 0.5417, ""UCLA_1"": 0.5918, ""UCLA_2"": 0.4692, ""UM_1"": 0.6805, ""UM_2"": 0.5423, ""USM"": 0.5864, ""YALE"": 0.6204}",0.002105309520139098,0.008297914510339344
OLD,classical,B_SUBJ_JOINT_MINMAX,linsvm,0.6117377612367592,0.5931048911008832,0.5964360587002097,0.5208791208791209,0.6653306613226453,0.5518044237485448,0.5866336633663366,332,167,218,237,0.6154214674214674,0.035155516283618,0.5931163281163281,0.0334706865619362,0.5964563240562138,0.5208791208791208,0.6653535353535354,0.5521643648154039,0.5912847578943248,"[0.572747, 0.662857, 0.592308, 0.615385, 0.633811]","[100, 0.1, 0.1, 100, 1]",0.4,0.6074786936510383,0.6009079110523488,0.0178096500998617,0.5917152987293268,0.6058578695853245,0.5993072383732668,0.1034143213461514,0.5772357902618424,"{""CALTECH"": 0.5781, ""CMU"": 0.7273, ""KKI"": 0.6447, ""LEUVEN_1"": 0.6224, ""LEUVEN_2"": 0.6593, ""MAX_MUN"": 0.5552, ""NYU"": 0.5748, ""OLIN"": 0.5889, ""PITT"": 0.6578, ""SBL"": 0.4857, ""SDSU"": 0.4591, ""STANFORD"": 0.8053, ""TRINITY"": 0.4286, ""UCLA_1"": 0.603, ""UCLA_2"": 0.3846, ""UM_1"": 0.6658, ""UM_2"": 0.6192, ""USM"": 0.6564, ""YALE"": 0.6706}",0.0042590675857208105,0.005879891651434654
M1,slow5,B_SUBJ_JOINT_MINMAX,logreg,0.6309410028848907,0.5956264176705058,0.59958071278826,0.5098901098901099,0.6813627254509018,0.5484633569739953,0.5933503836317136,340,159,223,232,0.6396312576312576,0.0291610451426175,0.5956016206016206,0.0334773163796193,0.5995921741526591,0.5098901098901099,0.6813131313131313,0.5475291421513645,0.5995112249210651,"[0.597143, 0.668571, 0.638681, 0.664945, 0.628816]","[1, 1, 0.1, 0.1, 1]",1.6,0.6175075425576427,0.6361558414955745,0.0496305446902937,0.5933317183818185,0.6164857186901275,0.6421257939503423,0.1099426059538146,0.5897112907132946,"{""CALTECH"": 0.5417, ""CMU"": 0.8485, ""KKI"": 0.7801, ""LEUVEN_1"": 0.7398, ""LEUVEN_2"": 0.6963, ""MAX_MUN"": 0.5569, ""NYU"": 0.6314, ""OLIN"": 0.6407, ""PITT"": 0.6552, ""SBL"": 0.6333, ""SDSU"": 0.6909, ""STANFORD"": 0.7395, ""TRINITY"": 0.5754, ""UCLA_1"": 0.5555, ""UCLA_2"": 0.5615, ""UM_1"": 0.7371, ""UM_2"": 0.3615, ""USM"": 0.5673, ""YALE"": 0.6878}",0.013433460327248015,0.014455284194763274
M1,classical,B_SUBJ_JOINT_MINMAX,logreg,0.6478407364178908,0.6210949371270013,0.6236897274633124,0.5648351648351648,0.6773547094188377,0.588774341351661,0.6148325358851675,338,161,198,257,0.6478326118326119,0.0164997179311584,0.621074148074148,0.0146591666513077,0.6236814549462661,0.5648351648351648,0.6773131313131314,0.5885914058480342,0.6168503650117436,"[0.634176, 0.673516, 0.654615, 0.635275, 0.641581]","[1, 1, 1, 1, 1]",0.5,0.6250214715144575,0.6310030560317383,0.043352122960765,0.5928472329273933,0.6310907529344404,0.6387718876924268,0.0937825558702875,0.6000220220661103,"{""CALTECH"": 0.5104, ""CMU"": 0.798, ""KKI"": 0.7049, ""LEUVEN_1"": 0.5714, ""LEUVEN_2"": 0.7593, ""MAX_MUN"": 0.5535, ""NYU"": 0.6316, ""OLIN"": 0.6259, ""PITT"": 0.7135, ""SBL"": 0.5905, ""SDSU"": 0.6909, ""STANFORD"": 0.6947, ""TRINITY"": 0.5, ""UCLA_1"": 0.5862, ""UCLA_2"": 0.5615, ""UM_1"": 0.7187, ""UM_2"": 0.4923, ""USM"": 0.6727, ""YALE"": 0.7606}",0.022819264903433223,0.01674998348345036
M2,slow5,B_SUBJ_JOINT_MINMAX,logreg,0.6304741350833535,0.6083926093946135,0.6111111111111112,0.5494505494505495,0.6673346693386774,0.574052812858783,0.6009615384615384,333,166,205,250,0.6321904761904762,0.0332373270237987,0.6083616383616384,0.0297781936846568,0.6110884541195922,0.5494505494505495,0.6672727272727272,0.5742781792442593,0.6047931851785806,"[0.627692, 0.674396, 0.654615, 0.614505, 0.589744]","[1, 1, 1, 1, 1]",0.4,0.6039815895527318,0.6095230069628829,0.0382389921124392,0.5641128410667489,0.5993305291902485,0.6218407547656852,0.0781027898919283,0.5724195644035324,"{""CALTECH"": 0.6198, ""CMU"": 0.7172, ""KKI"": 0.718, ""LEUVEN_1"": 0.5051, ""LEUVEN_2"": 0.6185, ""MAX_MUN"": 0.6204, ""NYU"": 0.6129, ""OLIN"": 0.5, ""PITT"": 0.7401, ""SBL"": 0.6286, ""SDSU"": 0.6045, ""STANFORD"": 0.7289, ""TRINITY"": 0.5933, ""UCLA_1"": 0.5676, ""UCLA_2"": 0.4692, ""UM_1"": 0.6423, ""UM_2"": 0.6538, ""USM"": 0.5736, ""YALE"": 0.7011}",0.026492545530621636,0.031143605893104942
M2,classical,B_SUBJ_JOINT_MINMAX,logreg,0.609720539981061,0.5873527274328878,0.5922431865828093,0.4813186813186813,0.6933867735470942,0.5296251511487303,0.5887096774193549,346,153,236,219,0.6126031746031746,0.0283982814836442,0.5872654012654012,0.0374670416613673,0.5921741526591348,0.4813186813186813,0.6932121212121213,0.5294688162621812,0.5918773546854574,"[0.610549, 0.638681, 0.628462, 0.62, 0.565324]","[1, 1, 0.1, 1, 1]",0.5,0.5830386046818913,0.5967027242290129,0.0555488172709638,0.561851174877227,0.5816688321698341,0.5929388079807962,0.0855576116418606,0.5640489770750292,"{""CALTECH"": 0.5677, ""CMU"": 0.697, ""KKI"": 0.6579, ""LEUVEN_1"": 0.4133, ""LEUVEN_2"": 0.6815, ""MAX_MUN"": 0.5284, ""NYU"": 0.6295, ""OLIN"": 0.4889, ""PITT"": 0.6751, ""SBL"": 0.6333, ""SDSU"": 0.4591, ""STANFORD"": 0.6421, ""TRINITY"": 0.5377, ""UCLA_1"": 0.5582, ""UCLA_2"": 0.5077, ""UM_1"": 0.6478, ""UM_2"": 0.6923, ""USM"": 0.5764, ""YALE"": 0.672}",0.026681935299169734,0.0280517078112269
