source,band,norm,clf,pooled_auc,pooled_bacc,pooled_acc,pooled_sens,pooled_spec,pooled_f1,pooled_prec,pooled_tn,pooled_fp,pooled_fn,pooled_tp,auc_mean,auc_sd,bacc_mean,bacc_sd,acc_mean,sens_mean,spec_mean,f1_mean,prec_mean,per_fold_auc,best_C,secs,grouped_pooled_auc,grouped_auc_mean,grouped_auc_sd,grouped_bacc,loso_pooled_auc,loso_auc_mean,loso_auc_sd,loso_bacc,loso_per_site_auc,drop_grouped,drop_loso
OLD,slow4,A_RAW,logreg,0.6134863132859125,0.5802418022858905,0.5849056603773585,0.4791208791208791,0.6813627254509018,0.5240384615384616,0.5782493368700266,340,159,237,218,0.6128169608169609,0.0313082391096427,0.5802473082473082,0.0281605711095715,0.5848608432074952,0.4791208791208791,0.6813737373737373,0.522063899599872,0.5781659475960954,"[0.608132, 0.645604, 0.620549, 0.627473, 0.562327]","[0.01, 0.01, 0.01, 0.01, 0.01]",0.9,0.5822149794093682,0.5879694163963702,0.030938045090043,0.5603338545222313,0.5845757448963862,0.5914889621481553,0.0957968774351484,0.5664405734546015,"{""CALTECH"": 0.5573, ""CMU"": 0.6869, ""KKI"": 0.6936, ""LEUVEN_1"": 0.4949, ""LEUVEN_2"": 0.6296, ""MAX_MUN"": 0.5602, ""NYU"": 0.5566, ""OLIN"": 0.5407, ""PITT"": 0.5265, ""SBL"": 0.4476, ""SDSU"": 0.5773, ""STANFORD"": 0.7184, ""TRINITY"": 0.4583, ""UCLA_1"": 0.6095, ""UCLA_2"": 0.4385, ""UM_1"": 0.66, ""UM_2"": 0.7731, ""USM"": 0.6373, ""YALE"": 0.672}",0.03127133387654435,0.028910568389526325
OLD,all3,A_RAW,logreg,0.6251007509524544,0.5850580281442005,0.590146750524109,0.4747252747252747,0.6953907815631263,0.5249088699878494,0.5869565217391305,347,152,239,216,0.6307441447441446,0.0458587136506641,0.5851000111000111,0.027702582932798,0.5901240011022321,0.4747252747252747,0.6954747474747476,0.5231588812744761,0.5905286561948326,"[0.578462, 0.677363, 0.630659, 0.675385, 0.591853]","[0.01, 0.001, 0.001, 0.001, 0.001]",12.8,0.6192604990200181,0.6195607832776806,0.0169827493972004,0.5838622299544143,0.616701534938008,0.6253181386431238,0.110965760924769,0.5845405095906098,"{""CALTECH"": 0.4583, ""CMU"": 0.7576, ""KKI"": 0.7914, ""LEUVEN_1"": 0.5867, ""LEUVEN_2"": 0.7333, ""MAX_MUN"": 0.6054, ""NYU"": 0.5939, ""OLIN"": 0.5815, ""PITT"": 0.6764, ""SBL"": 0.4857, ""SDSU"": 0.6318, ""STANFORD"": 0.8289, ""TRINITY"": 0.4722, ""UCLA_1"": 0.6244, ""UCLA_2"": 0.4308, ""UM_1"": 0.6927, ""UM_2"": 0.6769, ""USM"": 0.6182, ""YALE"": 0.6349}",0.005840251932436313,0.008399216014446487
M1,slow4,B_SUBJ_JOINT_MINMAX,linsvm,0.6039243321808452,0.5725825276927481,0.5786163522012578,0.4417582417582417,0.7034068136272545,0.5,0.5759312320916905,351,148,254,201,0.6094296814296815,0.0175227764910545,0.5725255855255856,0.0234255251989108,0.5786111876550013,0.4417582417582418,0.7032929292929293,0.4967302309371216,0.5788237034684489,"[0.60989, 0.630989, 0.616813, 0.606484, 0.582973]","[0.01, 0.01, 0.1, 0.1, 0.1]",1.5,0.5764099627827082,0.5884992059497824,0.0449969088290556,0.5423946794688278,0.5964324252901407,0.5957003848723555,0.0914357920266061,0.5583606773987535,"{""CALTECH"": 0.4375, ""CMU"": 0.697, ""KKI"": 0.6466, ""LEUVEN_1"": 0.4592, ""LEUVEN_2"": 0.6926, ""MAX_MUN"": 0.4983, ""NYU"": 0.5674, ""OLIN"": 0.5926, ""PITT"": 0.6207, ""SBL"": 0.5905, ""SDSU"": 0.6273, ""STANFORD"": 0.6526, ""TRINITY"": 0.4742, ""UCLA_1"": 0.5722, ""UCLA_2"": 0.5077, ""UM_1"": 0.6839, ""UM_2"": 0.5654, ""USM"": 0.6509, ""YALE"": 0.7817}",0.027514369398137006,0.007491906890704447
M1,all3,B_SUBJ_JOINT_MINMAX,linsvm,0.6463432359223942,0.5982448413310137,0.6027253668763103,0.5010989010989011,0.6953907815631263,0.5461077844311377,0.6,347,152,227,228,0.6475870795870795,0.0182420470768359,0.5982666222666222,0.031599504672239,0.6027445577294019,0.5010989010989011,0.6954343434343434,0.544320245512564,0.6023492990936319,"[0.625055, 0.662088, 0.640989, 0.67011, 0.639694]","[0.01, 0.01, 0.01, 0.01, 0.01]",4.3,0.6153758065581713,0.6320025011214316,0.0512078230926115,0.5988592569754895,0.6297385980752714,0.640186843804395,0.0964528210465295,0.590455636547821,"{""CALTECH"": 0.4896, ""CMU"": 0.8384, ""KKI"": 0.7368, ""LEUVEN_1"": 0.6276, ""LEUVEN_2"": 0.6963, ""MAX_MUN"": 0.5619, ""NYU"": 0.6375, ""OLIN"": 0.6296, ""PITT"": 0.6711, ""SBL"": 0.6476, ""SDSU"": 0.7, ""STANFORD"": 0.7237, ""TRINITY"": 0.5159, ""UCLA_1"": 0.575, ""UCLA_2"": 0.5308, ""UM_1"": 0.7317, ""UM_2"": 0.4769, ""USM"": 0.6418, ""YALE"": 0.7315}",0.03096742936422292,0.01660463784712274
M2,slow4,B_SUBJ_JOINT_MINMAX,linsvm,0.5949393292078663,0.5841859543262349,0.590146750524109,0.4549450549450549,0.7134268537074149,0.5142857142857142,0.5914285714285714,356,143,248,207,0.5996161616161616,0.0333259054542994,0.5841189921189922,0.0322911671797572,0.5900909341416367,0.4549450549450549,0.7132929292929293,0.513983289123679,0.5939985718306872,"[0.592418, 0.623626, 0.615714, 0.621978, 0.544345]","[0.1, 0.01, 0.01, 0.1, 0.1]",0.4,0.5761368891629413,0.588316904868803,0.0621021252210796,0.5577792948534431,0.5753396903697505,0.58169947791363,0.107957363395236,0.5615604836045718,"{""CALTECH"": 0.5365, ""CMU"": 0.6465, ""KKI"": 0.7105, ""LEUVEN_1"": 0.2908, ""LEUVEN_2"": 0.6852, ""MAX_MUN"": 0.4783, ""NYU"": 0.6256, ""OLIN"": 0.4556, ""PITT"": 0.6286, ""SBL"": 0.6238, ""SDSU"": 0.4318, ""STANFORD"": 0.6421, ""TRINITY"": 0.5952, ""UCLA_1"": 0.5396, ""UCLA_2"": 0.5462, ""UM_1"": 0.6461, ""UM_2"": 0.7038, ""USM"": 0.5809, ""YALE"": 0.6852}",0.01880244004492504,0.019599638838115774
M2,all3,B_SUBJ_JOINT_MINMAX,linsvm,0.6220000440441322,0.5857693408795613,0.5911949685534591,0.4681318681318681,0.7034068136272545,0.5220588235294118,0.590027700831025,351,148,242,213,0.6241638361638362,0.0255676174129812,0.5857629037629037,0.0302342043012378,0.5911435657205841,0.4681318681318681,0.7033939393939393,0.5206533614029937,0.589330254224191,"[0.615824, 0.655824, 0.638022, 0.623736, 0.587413]","[0.01, 0.01, 0.01, 0.1, 0.01]",6.7,0.5936224096544738,0.6066981024541171,0.0543080042238923,0.569673412759585,0.5945693584972143,0.6091904968643401,0.088864979378162,0.5779801360963686,"{""CALTECH"": 0.5833, ""CMU"": 0.7475, ""KKI"": 0.7444, ""LEUVEN_1"": 0.4439, ""LEUVEN_2"": 0.6185, ""MAX_MUN"": 0.5351, ""NYU"": 0.6496, ""OLIN"": 0.4481, ""PITT"": 0.7029, ""SBL"": 0.6381, ""SDSU"": 0.55, ""STANFORD"": 0.6816, ""TRINITY"": 0.6012, ""UCLA_1"": 0.5527, ""UCLA_2"": 0.5, ""UM_1"": 0.6474, ""UM_2"": 0.6769, ""USM"": 0.5855, ""YALE"": 0.668}",0.028377634389658457,0.027430685546917966
OLD,slow4,B_SUBJ_JOINT_MINMAX,linsvm,0.5858221938382259,0.5681847210905326,0.5712788259958071,0.5010989010989011,0.6352705410821643,0.5271676300578034,0.5560975609756098,317,182,227,228,0.5877580197580197,0.0297954354051325,0.5681959151959152,0.0320935628473173,0.571248277762469,0.5010989010989011,0.6352929292929292,0.5255118215118215,0.557942282942283,"[0.577582, 0.631978, 0.591758, 0.588132, 0.54934]","[1000, 0.1, 1, 10, 0.1]",0.4,0.5808892510295316,0.5692263280429707,0.0170645187948851,0.5623356603316523,0.5794754343852541,0.566606532795443,0.0894617637363923,0.5580699861260984,"{""CALTECH"": 0.5573, ""CMU"": 0.697, ""KKI"": 0.6241, ""LEUVEN_1"": 0.5663, ""LEUVEN_2"": 0.5222, ""MAX_MUN"": 0.5635, ""NYU"": 0.5603, ""OLIN"": 0.5556, ""PITT"": 0.6101, ""SBL"": 0.481, ""SDSU"": 0.4864, ""STANFORD"": 0.7263, ""TRINITY"": 0.4107, ""UCLA_1"": 0.5676, ""UCLA_2"": 0.3615, ""UM_1"": 0.6344, ""UM_2"": 0.5731, ""USM"": 0.6227, ""YALE"": 0.6455}",0.004932942808694274,0.006346759452971806
OLD,all3,B_SUBJ_JOINT_MINMAX,linsvm,0.6242595080270431,0.6075205355766478,0.6111111111111112,0.5296703296703297,0.685370741482966,0.5650644783118406,0.6055276381909548,342,157,214,241,0.6275255855255855,0.0276535712843136,0.6075018315018315,0.015699734760947,0.611110498759989,0.5296703296703296,0.6853333333333332,0.5646577508398632,0.6083840174428248,"[0.58956, 0.662527, 0.620989, 0.644615, 0.619936]","[0.1, 0.01, 0.1, 0.1, 0.1]",4.4,0.6115527758814332,0.6104148892566794,0.0164082081051701,0.5774295844436125,0.6115483714682111,0.6226604109692844,0.0910655643615407,0.5765244775264815,"{""CALTECH"": 0.5208, ""CMU"": 0.7273, ""KKI"": 0.7763, ""LEUVEN_1"": 0.7041, ""LEUVEN_2"": 0.6037, ""MAX_MUN"": 0.5886, ""NYU"": 0.595, ""OLIN"": 0.6148, ""PITT"": 0.6698, ""SBL"": 0.5476, ""SDSU"": 0.5818, ""STANFORD"": 0.8158, ""TRINITY"": 0.494, ""UCLA_1"": 0.6021, ""UCLA_2"": 0.4615, ""UM_1"": 0.6864, ""UM_2"": 0.5885, ""USM"": 0.64, ""YALE"": 0.6124}",0.012706732145609911,0.012711136558832048
M1,slow4,B_SUBJ_JOINT_MINMAX,logreg,0.6122222466911846,0.5857032746812305,0.589098532494759,0.512087912087912,0.6593186372745491,0.5431235431235432,0.5781637717121588,329,170,222,233,0.6103498723498724,0.0186655703644853,0.5856904206904208,0.0203049712140232,0.589082391843483,0.5120879120879122,0.6592929292929293,0.5425017048808229,0.5800934107133885,"[0.62011, 0.628901, 0.618462, 0.602747, 0.58153]","[1, 1, 1, 1, 1]",1.7,0.5722786231804269,0.5891160486637147,0.0481971670013823,0.5499262260785307,0.5833513180206567,0.591258388447255,0.0945272796530552,0.5571648792089674,"{""CALTECH"": 0.3958, ""CMU"": 0.7071, ""KKI"": 0.6447, ""LEUVEN_1"": 0.4694, ""LEUVEN_2"": 0.6778, ""MAX_MUN"": 0.5017, ""NYU"": 0.5648, ""OLIN"": 0.5963, ""PITT"": 0.6048, ""SBL"": 0.5714, ""SDSU"": 0.6545, ""STANFORD"": 0.6526, ""TRINITY"": 0.4722, ""UCLA_1"": 0.5694, ""UCLA_2"": 0.5, ""UM_1"": 0.6839, ""UM_2"": 0.5538, ""USM"": 0.6464, ""YALE"": 0.7672}",0.03994362351075775,0.028870928670527984
M1,all3,B_SUBJ_JOINT_MINMAX,logreg,0.6444317205840252,0.6018322359003722,0.6058700209643606,0.5142857142857142,0.6893787575150301,0.5545023696682464,0.6015424164524421,344,155,221,234,0.6453255633255633,0.0163270366710834,0.6018499278499279,0.0187003898130971,0.6058914301460457,0.5142857142857142,0.6894141414141415,0.5528480290708406,0.6039929507562752,"[0.621538, 0.663297, 0.643297, 0.657692, 0.640804]","[0.1, 0.1, 0.1, 0.1, 0.1]",2.3,0.6172432777643199,0.6299295846922434,0.0519912481292421,0.5968552489594574,0.6293686273646193,0.6424245304149222,0.1003129120036428,0.5847343037723799,"{""CALTECH"": 0.4948, ""CMU"": 0.8586, ""KKI"": 0.7444, ""LEUVEN_1"": 0.6378, ""LEUVEN_2"": 0.7148, ""MAX_MUN"": 0.5669, ""NYU"": 0.6309, ""OLIN"": 0.6259, ""PITT"": 0.6592, ""SBL"": 0.6381, ""SDSU"": 0.7091, ""STANFORD"": 0.7289, ""TRINITY"": 0.5119, ""UCLA_1"": 0.5657, ""UCLA_2"": 0.5385, ""UM_1"": 0.7321, ""UM_2"": 0.4731, ""USM"": 0.6427, ""YALE"": 0.7328}",0.02718844281970534,0.01506309321940591
M2,slow4,B_SUBJ_JOINT_MINMAX,logreg,0.5940496377370126,0.585187958334251,0.5911949685534591,0.4549450549450549,0.7154308617234469,0.5149253731343284,0.5931232091690545,357,142,248,207,0.5985729825729826,0.0360868831234909,0.585088689088689,0.0335277848338846,0.5911325434003858,0.4549450549450549,0.7152323232323232,0.514862547234342,0.5966803285654609,"[0.588901, 0.623297, 0.619451, 0.621978, 0.539239]","[0.1, 0.1, 0.1, 1, 1]",0.5,0.5725957409324143,0.5872294508426634,0.0603022647676459,0.5492787773348895,0.5687903279085643,0.583706608910993,0.0946862166073117,0.5624655905217028,"{""CALTECH"": 0.5521, ""CMU"": 0.6566, ""KKI"": 0.7011, ""LEUVEN_1"": 0.3571, ""LEUVEN_2"": 0.6852, ""MAX_MUN"": 0.4849, ""NYU"": 0.6244, ""OLIN"": 0.4556, ""PITT"": 0.6273, ""SBL"": 0.6095, ""SDSU"": 0.4318, ""STANFORD"": 0.6395, ""TRINITY"": 0.5913, ""UCLA_1"": 0.5368, ""UCLA_2"": 0.5769, ""UM_1"": 0.6482, ""UM_2"": 0.6769, ""USM"": 0.5645, ""YALE"": 0.6706}",0.021453896804598305,0.025259309828448262
M2,all3,B_SUBJ_JOINT_MINMAX,logreg,0.6199696095487679,0.5809531150212512,0.5859538784067087,0.4725274725274725,0.6893787575150301,0.5212121212121212,0.581081081081081,344,155,240,215,0.6216239316239316,0.0266425474142226,0.580940503940504,0.0256993024390335,0.5859079636263435,0.4725274725274725,0.6893535353535354,0.5198558454695318,0.5806114672675841,"[0.617033, 0.652857, 0.636044, 0.620989, 0.581197]","[0.1, 0.1, 0.1, 1, 0.1]",2.9,0.5904864674403753,0.6058087581692927,0.0522228956147232,0.5697703098504702,0.5915655486797771,0.6074061812566274,0.0891635988103047,0.5735845317007642,"{""CALTECH"": 0.5781, ""CMU"": 0.7576, ""KKI"": 0.7368, ""LEUVEN_1"": 0.4388, ""LEUVEN_2"": 0.6185, ""MAX_MUN"": 0.5351, ""NYU"": 0.6489, ""OLIN"": 0.4519, ""PITT"": 0.7016, ""SBL"": 0.6238, ""SDSU"": 0.5591, ""STANFORD"": 0.6842, ""TRINITY"": 0.6052, ""UCLA_1"": 0.5517, ""UCLA_2"": 0.5, ""UM_1"": 0.6423, ""UM_2"": 0.6692, ""USM"": 0.5645, ""YALE"": 0.6733}",0.029483142108392646,0.028404060868990832
OLD,slow4,B_SUBJ_JOINT_MINMAX,logreg,0.5806910524345393,0.5598779977537492,0.5628930817610063,0.4945054945054945,0.625250501002004,0.5190311418685121,0.5461165048543689,312,187,230,225,0.5843068043068043,0.0296907111956792,0.559889110889111,0.0292742250114278,0.5628713144116837,0.4945054945054945,0.6252727272727273,0.5167863864019017,0.5472811526557557,"[0.577143, 0.631319, 0.58, 0.584066, 0.549007]","[1000, 1, 1, 1000, 1]",0.6,0.5791759342861547,0.5663858935038737,0.0247871589783244,0.5702217622057302,0.576202955361272,0.5719195807006588,0.0871392507504014,0.5646303596203396,"{""CALTECH"": 0.5625, ""CMU"": 0.6869, ""KKI"": 0.6222, ""LEUVEN_1"": 0.5561, ""LEUVEN_2"": 0.5296, ""MAX_MUN"": 0.5585, ""NYU"": 0.5393, ""OLIN"": 0.5556, ""PITT"": 0.6048, ""SBL"": 0.5048, ""SDSU"": 0.4909, ""STANFORD"": 0.7289, ""TRINITY"": 0.4127, ""UCLA_1"": 0.562, ""UCLA_2"": 0.3846, ""UM_1"": 0.6352, ""UM_2"": 0.6577, ""USM"": 0.63, ""YALE"": 0.6442}",0.0015151181483846754,0.004488097073267361
OLD,all3,B_SUBJ_JOINT_MINMAX,logreg,0.6228192649034332,0.6034156224536986,0.6069182389937107,0.5274725274725275,0.6793587174348698,0.5614035087719298,0.6,339,160,215,240,0.6265592185592186,0.0304152597701038,0.6033928293928293,0.0201040022711133,0.6069165059244971,0.5274725274725274,0.6793131313131313,0.5610476735005037,0.6023078323342699,"[0.584945, 0.666923, 0.618681, 0.641978, 0.620269]","[1, 0.1, 1, 1, 1]",2.6,0.6107555770882425,0.6101443425098354,0.0202219792510757,0.5735184655024335,0.6164064392521307,0.6199546180935958,0.0883931972894794,0.5863176903257064,"{""CALTECH"": 0.5208, ""CMU"": 0.7374, ""KKI"": 0.7011, ""LEUVEN_1"": 0.7041, ""LEUVEN_2"": 0.5852, ""MAX_MUN"": 0.592, ""NYU"": 0.592, ""OLIN"": 0.6222, ""PITT"": 0.6631, ""SBL"": 0.5476, ""SDSU"": 0.5818, ""STANFORD"": 0.8237, ""TRINITY"": 0.4821, ""UCLA_1"": 0.603, ""UCLA_2"": 0.4615, ""UM_1"": 0.6927, ""UM_2"": 0.6038, ""USM"": 0.6445, ""YALE"": 0.6204}",0.012063687815190738,0.006412825651302523
M1,slow4,C_SUBJ_BAND_MINMAX,linsvm,0.6138518795833425,0.5848003699707106,0.5911949685534591,0.4461538461538462,0.7234468937875751,0.5100502512562815,0.5953079178885631,361,138,252,203,0.6135546675546675,0.0154963800456777,0.5847839937839938,0.0249791375062746,0.5911656103609809,0.4461538461538462,0.7234141414141414,0.5080635278235738,0.5939559030976534,"[0.624286, 0.615714, 0.607253, 0.63, 0.590521]","[0.01, 0.01, 0.01, 0.01, 0.01]",1.8,0.59619458697615,0.6077526581380951,0.0508716116228521,0.5581999163161488,0.5983571538681759,0.6048604827472315,0.0886606927934662,0.5687683058424542,"{""CALTECH"": 0.4479, ""CMU"": 0.6465, ""KKI"": 0.7256, ""LEUVEN_1"": 0.4643, ""LEUVEN_2"": 0.6556, ""MAX_MUN"": 0.51, ""NYU"": 0.6164, ""OLIN"": 0.6333, ""PITT"": 0.5875, ""SBL"": 0.5571, ""SDSU"": 0.65, ""STANFORD"": 0.6895, ""TRINITY"": 0.498, ""UCLA_1"": 0.5909, ""UCLA_2"": 0.5077, ""UM_1"": 0.696, ""UM_2"": 0.5846, ""USM"": 0.6827, ""YALE"": 0.7487}",0.01765729260719251,0.015494725715166635
M1,all3,C_SUBJ_BAND_MINMAX,linsvm,0.6467264198727124,0.6129181439802682,0.6163522012578616,0.5384615384615384,0.687374749498998,0.572429906542056,0.6109725685785536,343,156,210,245,0.6471466311466312,0.0142682641607677,0.612897435897436,0.0228377203922659,0.6163405896941306,0.5384615384615385,0.6873333333333332,0.572070048009991,0.6136646137977799,"[0.635604, 0.654066, 0.659231, 0.658571, 0.628261]","[0.01, 0.01, 0.01, 0.01, 0.01]",4.0,0.6172961307229845,0.6359811997924313,0.0540134657910244,0.5805016626659913,0.6301702305710322,0.6394090366795829,0.1018735742797128,0.5897443238124601,"{""CALTECH"": 0.474, ""CMU"": 0.8485, ""KKI"": 0.7632, ""LEUVEN_1"": 0.6429, ""LEUVEN_2"": 0.7148, ""MAX_MUN"": 0.5468, ""NYU"": 0.6349, ""OLIN"": 0.6407, ""PITT"": 0.6618, ""SBL"": 0.6286, ""SDSU"": 0.6455, ""STANFORD"": 0.7368, ""TRINITY"": 0.502, ""UCLA_1"": 0.5825, ""UCLA_2"": 0.5538, ""UM_1"": 0.727, ""UM_2"": 0.4654, ""USM"": 0.6482, ""YALE"": 0.7315}",0.029430289149727895,0.016556189301680235
M2,slow4,C_SUBJ_BAND_MINMAX,linsvm,0.5997841837521196,0.5837983659626946,0.590146750524109,0.4461538461538462,0.7214428857715431,0.5094102885821832,0.5935672514619883,360,139,252,203,0.604904428904429,0.0330495695159729,0.5837031857031857,0.0322793651398568,0.5900854229815375,0.4461538461538462,0.7212525252525251,0.5098077039432181,0.5966001213847887,"[0.599121, 0.623297, 0.614176, 0.636813, 0.551116]","[0.01, 0.01, 0.01, 0.01, 0.1]",0.5,0.5779118676914268,0.598068477752687,0.064639359696812,0.5550970072012156,0.5849545244334824,0.594273756825179,0.093064001124571,0.5665066396529322,"{""CALTECH"": 0.5885, ""CMU"": 0.6263, ""KKI"": 0.765, ""LEUVEN_1"": 0.4031, ""LEUVEN_2"": 0.6889, ""MAX_MUN"": 0.51, ""NYU"": 0.6618, ""OLIN"": 0.4481, ""PITT"": 0.63, ""SBL"": 0.6333, ""SDSU"": 0.4727, ""STANFORD"": 0.6526, ""TRINITY"": 0.5893, ""UCLA_1"": 0.5443, ""UCLA_2"": 0.5077, ""UM_1"": 0.6566, ""UM_2"": 0.6577, ""USM"": 0.5727, ""YALE"": 0.6825}",0.021872316060692842,0.014829659318637223
M2,all3,C_SUBJ_BAND_MINMAX,linsvm,0.6251139641921206,0.6001519522561607,0.6048218029350105,0.4989010989010989,0.7014028056112225,0.54632972322503,0.6037234042553191,350,149,228,227,0.6264300144300143,0.0244830523396098,0.6001475191475192,0.0233867845743788,0.6047836869661064,0.4989010989010988,0.7013939393939393,0.5454901557663393,0.6041008285712979,"[0.61978, 0.652637, 0.641538, 0.62956, 0.588634]","[0.01, 0.01, 0.01, 0.1, 0.01]",6.8,0.592190975357308,0.6056169665389705,0.0495326658275203,0.5670549890990773,0.594736726199652,0.6090595886762343,0.0845899138047029,0.5848642339624304,"{""CALTECH"": 0.5833, ""CMU"": 0.7172, ""KKI"": 0.7425, ""LEUVEN_1"": 0.4643, ""LEUVEN_2"": 0.6444, ""MAX_MUN"": 0.5435, ""NYU"": 0.6406, ""OLIN"": 0.437, ""PITT"": 0.6804, ""SBL"": 0.6381, ""SDSU"": 0.5409, ""STANFORD"": 0.6895, ""TRINITY"": 0.5972, ""UCLA_1"": 0.5638, ""UCLA_2"": 0.5077, ""UM_1"": 0.6491, ""UM_2"": 0.6808, ""USM"": 0.5773, ""YALE"": 0.6746}",0.032922988834812594,0.03037723799246861
OLD,slow4,C_SUBJ_BAND_MINMAX,linsvm,0.5999823823471118,0.584377546301394,0.5870020964360587,0.5274725274725275,0.6412825651302605,0.5491990846681922,0.5727923627684964,320,179,215,240,0.6021114441114441,0.0289234605688622,0.5843322233322232,0.0291331369057916,0.5869605952052906,0.5274725274725275,0.6411919191919192,0.5482567090635312,0.5743606801695037,"[0.589451, 0.646593, 0.588681, 0.613626, 0.572206]","[1, 0.1, 0.1, 0.1, 0.1]",0.5,0.5876676429782642,0.5822959135287045,0.0265667039770454,0.5694135523794842,0.5852584289458037,0.5852355765879707,0.0851153114081511,0.5637252527032086,"{""CALTECH"": 0.5573, ""CMU"": 0.6869, ""KKI"": 0.6372, ""LEUVEN_1"": 0.4949, ""LEUVEN_2"": 0.5519, ""MAX_MUN"": 0.587, ""NYU"": 0.5557, ""OLIN"": 0.6148, ""PITT"": 0.618, ""SBL"": 0.5, ""SDSU"": 0.5545, ""STANFORD"": 0.7526, ""TRINITY"": 0.4306, ""UCLA_1"": 0.5685, ""UCLA_2"": 0.4231, ""UM_1"": 0.6398, ""UM_2"": 0.6385, ""USM"": 0.6191, ""YALE"": 0.6892}",0.012314739368847527,0.014723953401308054
OLD,all3,C_SUBJ_BAND_MINMAX,linsvm,0.6213702129533792,0.6047413508335352,0.6090146750524109,0.512087912087912,0.6973947895791583,0.5554231227651967,0.6067708333333334,348,151,222,233,0.6260839160839161,0.0251098796767165,0.6047106227106227,0.0261559828187044,0.6090327914025903,0.5120879120879122,0.6973333333333332,0.5539601267430132,0.6084199888590426,"[0.59011, 0.649451, 0.616264, 0.65022, 0.624376]","[0.1, 0.01, 0.01, 0.01, 0.1]",4.3,0.6084740910392213,0.6059481942786644,0.0303570001379681,0.5807901517320355,0.6102887092867053,0.6236682011915146,0.0968019600073843,0.5979211169591931,"{""CALTECH"": 0.4948, ""CMU"": 0.7374, ""KKI"": 0.7876, ""LEUVEN_1"": 0.6684, ""LEUVEN_2"": 0.6, ""MAX_MUN"": 0.6171, ""NYU"": 0.5786, ""OLIN"": 0.6481, ""PITT"": 0.6538, ""SBL"": 0.6048, ""SDSU"": 0.5955, ""STANFORD"": 0.8316, ""TRINITY"": 0.504, ""UCLA_1"": 0.5834, ""UCLA_2"": 0.4231, ""UM_1"": 0.6881, ""UM_2"": 0.5923, ""USM"": 0.6064, ""YALE"": 0.6349}",0.012896121914157899,0.01108150366667393
M1,slow4,C_SUBJ_BAND_MINMAX,logreg,0.6127243497984982,0.5855755466977912,0.5911949685534591,0.4637362637362637,0.7074148296593187,0.5197044334975369,0.5910364145658263,353,146,244,211,0.6127570207570207,0.0165784751795234,0.5855651015651017,0.0252218720641144,0.5911656103609809,0.4637362637362637,0.7073939393939395,0.5178793310088102,0.5904313725490196,"[0.627143, 0.613846, 0.607912, 0.627582, 0.587302]","[0.1, 0.1, 0.1, 0.1, 0.1]",1.6,0.5964720650091392,0.6069644455104038,0.0504202190901993,0.5611728952410315,0.598550948049946,0.6036992253633374,0.0874121388793926,0.5684445814706336,"{""CALTECH"": 0.4531, ""CMU"": 0.6263, ""KKI"": 0.7162, ""LEUVEN_1"": 0.4694, ""LEUVEN_2"": 0.6556, ""MAX_MUN"": 0.5067, ""NYU"": 0.6138, ""OLIN"": 0.6444, ""PITT"": 0.5928, ""SBL"": 0.5524, ""SDSU"": 0.6545, ""STANFORD"": 0.6868, ""TRINITY"": 0.498, ""UCLA_1"": 0.5862, ""UCLA_2"": 0.5, ""UM_1"": 0.6931, ""UM_2"": 0.5923, ""USM"": 0.6773, ""YALE"": 0.7513}",0.01625228478935903,0.014173401748552195
M1,all3,C_SUBJ_BAND_MINMAX,logreg,0.6446211103525733,0.6099121319562202,0.6132075471698113,0.5384615384615384,0.6813627254509018,0.570430733410943,0.6064356435643564,340,159,210,245,0.6451830391830391,0.0152255769035078,0.6098974358974358,0.0211165592761184,0.6131992284375861,0.5384615384615385,0.6813333333333333,0.5699119246788349,0.6090035202035029,"[0.633846, 0.654945, 0.66, 0.652637, 0.624487]","[0.1, 0.1, 0.1, 0.1, 0.1]",2.3,0.6173357704419828,0.6353921736264384,0.0522597118017255,0.5882908674491841,0.6294699288687264,0.6413198976475886,0.1006398053629146,0.5942368252989496,"{""CALTECH"": 0.4844, ""CMU"": 0.8485, ""KKI"": 0.7594, ""LEUVEN_1"": 0.6582, ""LEUVEN_2"": 0.7185, ""MAX_MUN"": 0.5368, ""NYU"": 0.635, ""OLIN"": 0.6444, ""PITT"": 0.6605, ""SBL"": 0.6286, ""SDSU"": 0.6455, ""STANFORD"": 0.7395, ""TRINITY"": 0.5, ""UCLA_1"": 0.5834, ""UCLA_2"": 0.5538, ""UM_1"": 0.727, ""UM_2"": 0.4769, ""USM"": 0.6545, ""YALE"": 0.7302}",0.027285339910590456,0.015151181483846865
