host,time,slurm_job,slurm_array,git_head,git_dirty,python,torch,cuda_available,device_name,base_seed,unit,seed,path,branch,device,secs,h_dim,z_dim
node14.cognition.gla.alces.network,2026-08-19T02:56:37,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,29,C,C,cpu,0.82,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:37,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,29,C,D,cpu,0.84,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:37,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,29,O,B,cpu,0.83,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:37,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,29,O,C,cpu,0.84,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:40,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,29,O,D,cpu,1.01,32,32
node11.cognition.gla.alces.network,2026-08-19T02:57:07,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,29,P,B,cpu,1.52,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:37,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,29,P,C,cpu,0.68,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:37,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,29,P,D,cpu,0.7,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:38,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,30,C,B,cpu,0.9,32,32
node11.cognition.gla.alces.network,2026-08-19T02:57:09,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,30,O,B,cpu,2.04,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:39,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,30,P,B,cpu,0.68,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:38,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,31,C,B,cpu,0.8,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:38,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,31,O,B,cpu,0.86,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:38,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,31,P,B,cpu,0.69,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:38,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,32,C,B,cpu,0.83,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:42,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,32,O,B,cpu,0.94,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:41,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,32,P,B,cpu,0.79,32,32
node11.cognition.gla.alces.network,2026-08-19T02:57:12,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,33,C,B,cpu,2.09,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:41,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,33,O,B,cpu,1.34,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:37,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,33,P,B,cpu,0.67,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:39,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,34,C,B,cpu,0.86,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:39,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,34,O,B,cpu,0.9,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:39,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,34,P,B,cpu,0.69,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:43,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,35,C,B,cpu,0.92,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:42,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,35,O,B,cpu,0.98,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:38,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,35,P,B,cpu,0.64,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:42,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,36,C,B,cpu,1.39,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:38,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,36,O,B,cpu,0.84,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:38,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,36,P,B,cpu,0.66,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:40,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,37,C,B,cpu,0.84,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:40,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,37,O,B,cpu,0.88,32,32
node11.cognition.gla.alces.network,2026-08-19T02:57:13,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,37,P,B,cpu,1.55,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:43,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,38,C,B,cpu,0.91,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:39,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,38,O,B,cpu,0.82,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:40,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,38,P,B,cpu,0.7,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:39,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,39,C,B,cpu,0.85,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:39,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,39,O,B,cpu,0.83,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:44,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,39,P,B,cpu,0.75,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:41,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,40,C,B,cpu,0.91,32,32
node11.cognition.gla.alces.network,2026-08-19T02:57:15,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,40,O,B,cpu,1.84,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:43,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,40,P,B,cpu,0.79,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:40,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,41,C,B,cpu,0.79,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:41,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,41,O,B,cpu,0.88,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:40,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,41,P,B,cpu,0.7,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:40,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,42,C,B,cpu,0.84,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:45,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,42,O,B,cpu,1.0,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:44,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,42,P,B,cpu,0.78,32,32
node11.cognition.gla.alces.network,2026-08-19T02:57:17,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,43,C,B,cpu,1.82,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:44,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,43,O,B,cpu,1.02,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:40,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,43,P,B,cpu,0.68,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:41,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,44,C,B,cpu,0.87,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:41,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,44,O,B,cpu,0.89,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:42,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,44,P,B,cpu,0.69,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:46,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,45,C,B,cpu,0.96,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:45,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,45,O,B,cpu,0.97,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:41,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,45,P,B,cpu,0.66,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:45,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,46,C,B,cpu,1.26,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:41,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,46,O,B,cpu,0.84,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:41,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,46,P,B,cpu,0.68,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:42,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,47,C,B,cpu,0.88,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:43,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,47,O,B,cpu,0.88,32,32
node11.cognition.gla.alces.network,2026-08-19T02:57:18,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,47,P,B,cpu,1.21,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:46,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,48,C,B,cpu,0.95,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:42,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,48,O,B,cpu,0.85,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:42,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,48,P,B,cpu,0.68,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:42,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,49,C,B,cpu,0.83,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:42,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,49,O,B,cpu,0.84,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:47,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,49,P,B,cpu,0.75,32,32
