id,site,r_m1_old,r_m2_old,r_m1_m2
NYU_0050968,NYU,0.7659808278722869,0.6264233427043759,0.6880081225824591
NYU_0050969,NYU,0.6211298478376426,0.42091941977359576,0.7637300152466796
NYU_0050970,NYU,0.7137384236475636,0.6276662124847942,0.739003394868999
NYU_0050972,NYU,0.566902392247693,0.4372430585212936,0.6625337104243422
NYU_0050973,NYU,0.7911502437645155,0.6529508964505509,0.7042886083632405
NYU_0050974,NYU,0.520252674972734,0.48943056398681256,0.719122100878399
NYU_0050976,NYU,0.8051113394176094,0.6390499767112708,0.8130916413368794
NYU_0050977,NYU,0.5527039956766996,0.4414741630362561,0.7837590841963171
NYU_0050978,NYU,0.5897302021806153,0.4723945271642932,0.6906423562177392
NYU_0050979,NYU,0.71782617781137,0.6393536774863651,0.8157277507638883
NYU_0050981,NYU,0.7058348802831625,0.5383887310967147,0.7941685943957087
NYU_0050982,NYU,0.8352123228224482,0.6484488041906334,0.8285700105946031
NYU_0050983,NYU,0.7305788125282657,0.5913224848406715,0.7874832697960952
NYU_0050984,NYU,0.7008129227101632,0.6348169730643519,0.8316346151422881
NYU_0050985,NYU,0.663004300061599,0.5309732066428786,0.7674290299542329
NYU_0050986,NYU,0.7958659823962553,0.5655021512709602,0.7356673965259536
NYU_0050987,NYU,0.5254999161650036,0.26231403866729053,0.5656956530385236
NYU_0050988,NYU,0.7197228058801542,0.6471303906433681,0.756805911333923
NYU_0050989,NYU,0.6260502725223124,0.4410818160828741,0.6280466516702036
NYU_0050990,NYU,0.7473964265581801,0.6180244544893732,0.67090152269364
NYU_0050991,NYU,0.634045926873925,0.5480494203554251,0.7021507393103003
NYU_0050992,NYU,0.7161366238274577,0.5938365690167814,0.7957848219265946
NYU_0050993,NYU,0.6827194616079691,0.5266039449800844,0.7112750144510439
NYU_0050994,NYU,0.7452763263164812,0.6963874197720891,0.780193746722938
NYU_0050995,NYU,0.7987586283496868,0.5861229538888522,0.7916147457289162
NYU_0050996,NYU,0.7247913535852749,0.6520269089884438,0.7888330897954668
NYU_0050997,NYU,0.6493760397476035,0.5677998943856729,0.8078323785686893
NYU_0050998,NYU,0.6730683972169231,0.5217341497339976,0.7726418577974333
NYU_0050999,NYU,0.6579122674437833,0.47919966912847933,0.7705597626379491
NYU_0051000,NYU,0.7351088599017407,0.58365322960017,0.8040416087874521
NYU_0051001,NYU,0.6526059420817206,0.3855067613497697,0.5465082294024097
NYU_0051002,NYU,0.5005493003442295,0.3798505103363066,0.6883471251696871
NYU_0051003,NYU,0.6596518784744007,0.5305968407737709,0.7692573322763572
NYU_0051006,NYU,0.740856093758886,0.5474905807802105,0.6976331184906078
NYU_0051007,NYU,0.7277496445859443,0.6244188510154656,0.8532157943688402
NYU_0051008,NYU,0.7606325882875218,0.688711325621758,0.8824621937503453
NYU_0051009,NYU,0.662432654829534,0.5212235614943181,0.6943195085469827
NYU_0051010,NYU,0.6626515512903329,0.5659075675421444,0.7851293977796024
NYU_0051011,NYU,0.7208461038417296,0.49043202177225054,0.7929735392171313
NYU_0051012,NYU,0.8053397876368988,0.6006204627833656,0.8461638561678811
NYU_0051013,NYU,0.8299164380989066,0.5384995667076566,0.7386104568567899
